IDNum,frag,dmg,spot,def,win
1,1.09,521.83,1.48,1.06,55.76
17,1.04,503.55,1.28,0.84,53.45
33,1.3,609.5,1.57,1.18,55.63
49,0.87,1054.24,1.66,0.91,50.83
81,1.84,236.06,1.15,1.17,58.12
257,1.17,591.55,0.55,1.2,54.73
273,1.04,991.16,0.08,1.31,51.12
289,1.07,253.27,2.57,1.22,57.35
305,0.59,633.41,2.33,0.65,50.79
321,1.25,292.76,0.93,1.48,58.3
337,1.52,261.88,0.99,1.2,56.56
353,1.45,238.9,1.38,1.42,57.73
513,1.02,1075.96,1.08,0.75,53.75
529,0.98,1102.71,0.99,0.98,53.06
545,1.58,201.19,2.1,1.2,57.8
561,0.88,1056.54,1.7,0.91,50.94
577,1.49,199.43,1.33,1.42,56.75
593,1.45,246.56,2.57,1.34,59.11
609,1.66,207.78,1.27,2.09,57.16
769,0.88,217.95,2.1,0.9,53.87
785,1.57,267.99,1.91,1.58,59.25
801,1.02,835.54,1.09,0.82,53.85
817,1.02,1355.66,1.34,0.79,53.09
833,1.52,244.23,0.14,1.7,56.43
849,1.28,492.14,0.88,1.56,57.77
865,1.57,267.64,1.66,1.35,58.23
1025,1.48,257.33,2.03,1.18,58.88
1041,1.17,594.31,0.74,1.31,53.8
1057,1.32,620.97,1.54,1.01,57.24
1073,0.97,961.38,1.52,0.95,54.26
1089,1.04,342.24,1.11,1.24,53.94
1105,1.05,722.71,2.02,0.97,54.95
1121,0.92,931.73,1.02,1.1,51.25
1297,0.89,907.83,1.23,1.22,53.06
1313,1.01,703.92,1.53,1.01,55.42
1329,1.86,244.2,1.51,1.45,56.95
1345,1.45,240.95,1.4,1.82,58.79
1361,1.07,253.27,2.57,1.22,57.35
1377,0.97,498.7,1.21,1.07,53.94
1537,1.12,428.46,1.32,0.95,57.06
1553,1.05,742.85,0.77,1.16,52.59
1569,0.97,981.6,1.69,1.08,54.41
1585,0.82,1029.33,1.59,0.87,50.66
1601,1.4,232.69,1.1,2.18,56.9
1617,0.98,342.51,0.83,0.82,54.14
1633,1.04,387.52,1.29,1.08,55.5
1793,0.96,1329.11,0.05,0.84,50.66
1809,1.42,461.08,0.6,1.12,56.36
1825,1.45,246.56,2.57,1.34,59.11
1841,0.9,1442.34,1.45,0.68,50.73
1889,1,748.11,1.09,1.1,51.91
2049,0.85,309.36,2.24,1.07,55.23
2065,1.47,247.49,2.04,1.45,58.69
2081,1.41,269.74,0.35,2.07,56.36
2097,0.89,1627.43,1.28,0.61,51.66
2113,1.4,709.83,0.11,1.68,55.69
2129,0.96,451.11,1.79,1.09,54.77
2145,1.41,355.87,1.3,1.35,57.84
2305,1.06,1049.59,0.53,0.79,52.89
2321,1.04,783.78,1.22,1.04,54.18
2353,1.64,275.24,1.56,1.28,59.26
2369,1.78,441.2,1.32,1.65,59.18
2385,1.16,294.36,1.06,1,56.21
2401,1.31,318.73,1.78,1.6,59.74
2561,1.01,738.51,1.44,0.93,55.02
2577,1.07,655.1,1.22,1.1,53.93
2593,0.99,1756.81,0.73,0.61,50.66
2625,0.92,802.42,0.93,0.78,52.38
2657,0.88,1179.27,1.27,1.09,51.11
2817,1.09,857.7,1.12,0.71,54.47
2833,1.28,399.03,0.19,1.7,56.84
2849,0.81,1272.48,0.82,0.69,50.69
2865,0.89,1290.1,1.14,0.76,52.41
2881,0.69,238.74,0.87,0.88,52.4
2897,1.13,623.41,0.91,1.18,54.82
2913,1.2,427.93,1.85,1.3,57.67
3073,1.08,264.65,1.46,0.99,56.48
3089,1.9,253.85,2.19,1.47,59.18
3105,0.98,342.51,0.83,0.82,54.14
3121,0.9,340.54,2.45,1.02,55.27
3137,1.09,1393.01,0.9,0.99,51.36
3153,0.92,996.04,0.86,1.07,54.22
3169,1.37,239.62,1.46,1.32,57.35
3329,1.86,244.31,1.43,1.45,58.77
3345,1.5,357.54,1.58,1.3,59.81
3361,1.2,634.64,1.23,1.12,55.54
3377,0.6,667.02,2.44,0.61,51.11
3393,1.38,498.24,0.14,2.11,55.94
3409,0.95,243.09,0.11,1.37,53.66
3425,0.95,1594.17,1.22,0.8,50.61
3585,1.21,866.84,0.79,1.09,54.9
3601,2.01,329.86,1.14,1.62,59.98
3617,1.03,573.65,0.11,1.99,51.32
3633,1.05,1119.42,1.13,0.8,54.03
3649,1.16,1862.62,1.9,0.91,49.25
3665,1.07,827.86,1.03,1.15,53.32
3681,1.05,1935.41,1.5,0.86,49.77
3841,1.37,243.22,0.14,1.75,54.97
3857,1.05,1086.97,0.73,1.02,52.55
3873,1.07,1214.29,1.14,0.96,54.95
3889,0.56,761.78,2.58,0.57,49.92
3905,1,1644.39,0.85,0.79,50.03
3921,0.79,1195.31,1.1,0.9,51.79
3937,0.9,1873.67,1.11,0.75,49.26
4097,0.98,1410.15,0.03,0.7,51.29
4113,0.93,868.03,1.56,0.98,52.31
4129,1,819.08,0.07,1.25,53.3
4145,0.93,1769.22,1.35,0.67,48.22
4161,1.15,640.65,0.1,2.17,52.58
4193,0.86,1523.55,1.14,0.65,50.55
4353,0.82,1027.9,1.56,0.85,52.76
4369,0.99,339.42,1.92,0.95,56.24
4385,0.89,1277.99,1.21,0.9,52.63
4401,1.43,358.87,1.38,1.4,59.33
4417,0.95,437.72,2.2,0.99,55.43
4433,0.86,1604.13,1.03,0.7,50.76
4449,1.2,419.19,0.87,0.62,58.46
4609,1.62,276.81,1.38,1.63,59.92
4625,1.15,467.41,0.16,1.65,54.65
4641,1.05,406.62,0.12,1.57,53.75
4657,1.08,507.02,1.48,1.08,53.65
4673,1.11,1044.14,0.08,1.62,52.53
4689,0.96,747.71,0.77,1.05,53
4705,1.45,360.18,1.33,1.27,58.77
4865,1.21,709.65,0.1,1.68,54.12
4881,1.19,278.34,1.92,0.99,57.84
4897,1.37,305.27,1.67,1.09,57.94
4913,0.58,421.66,2.56,0.55,51.49
4929,0.72,855.04,2.34,0.66,50.91
4945,0.84,333.46,0.87,1.18,54.58
4961,0.97,1411.46,0.87,0.64,53.98
5121,1.74,292.42,0.46,1.42,58.81
5137,0.84,1236.45,0.99,0.82,50.98
5153,0.78,272.82,2.57,0.87,55.5
5169,0.98,695,1.57,0.96,53.01
5185,0.62,614.85,2.05,0.64,51.11
5201,1.83,312.93,1.53,1.61,59.64
5217,1.09,1235.63,1.09,0.79,56.29
5377,0.92,1326.33,1.06,0.74,52.3
5393,0.6,365.1,2.64,0.65,53.51
5409,0.95,437.72,2.2,0.99,55.43
5425,0.88,1784.19,1.3,0.66,48.66
5457,1,922.52,1.71,1.1,53.37
5473,1.16,951.15,0.9,0.64,55.25
5633,1.14,1153.32,0.06,1.35,52.94
5649,1.11,665.72,0.11,1.54,52.97
5665,1.47,255.6,1.7,1.32,59.63
5697,0.98,1441.07,1.29,0.83,49.73
5713,0.91,1584.79,1.24,0.91,51.02
5729,1.46,811.5,1.3,0.88,55.8
5889,1.03,1113.5,0.88,0.76,54.62
5905,1.15,417.53,0.13,1.66,53.55
5921,0.85,1127.16,1.53,0.99,51.94
5953,0.98,222.41,1.01,1.52,55.8
5969,0.8,1130.64,1.28,0.94,52.68
5985,1.62,276.81,1.38,1.63,59.92
6145,0.9,1873.67,1.11,0.75,49.26
6161,0.83,335.34,2.75,1.04,56.83
6177,2.01,300.88,1.15,1.45,57.63
6209,1.08,2003.36,0.95,0.85,48.96
6225,0.92,1911.65,1.13,0.76,48.99
6401,1.62,403.44,0.99,1.53,58.8
6417,0.88,427.09,1.58,0.84,52.85
6433,1.46,360.45,1.29,1.2,58.36
6465,0.64,529.73,1.96,0.64,51.94
6481,1.02,368.72,1.87,1.1,56.83
6657,0.95,883.84,1.52,1.01,54.55
6673,1.43,403.54,1.06,1.46,58.86
6721,1.18,643.61,0.89,0.96,54.18
6913,1.54,574.75,1.1,1.47,58.86
6929,0.84,1778.43,0.92,0.66,49.43
6945,1.23,615.14,1.04,1.37,55.75
6977,0.86,1007.77,0.93,0.89,51.8
6993,1.35,298.07,1.04,1,56.61
7169,0.84,1777.63,1.24,0.6,49.26
7185,0.92,691.84,1.29,0.82,53.09
7201,1.09,845.22,0.92,1.12,54.77
7233,0.94,1249.51,0.06,1.32,50.85
7249,0.98,1890.17,1.35,0.9,49.11
7425,1.16,1549.85,0.54,0.77,51.74
7441,0.88,1581.41,0.97,0.61,51.46
7457,1.02,1518.18,0.05,0.86,51.43
7489,0.96,1404.39,0.06,1.08,50.49
7505,1.43,352.59,1.88,1.04,59.83
7681,1.6,598.67,0.13,2.12,58.36
7697,1.07,1469.02,0.61,0.92,50.85
7713,1.53,582.14,1.23,1.57,59.17
7745,2.01,323.15,0.91,1.9,58.15
7761,1.77,306.6,2.19,1.35,60.73
7937,0.94,1446.47,1.68,0.83,51.37
7953,1.05,1803.39,0.64,0.8,50.25
7969,1.01,1273.55,0.06,1.08,51.45
8017,1.59,383.14,0.91,1.61,58.59
8193,1.21,2007.73,0.67,0.81,51.83
8209,0.78,294.03,2.3,0.97,55.14
8225,0.98,1363.85,0.5,0.91,50.88
8257,1.45,365.81,1.11,1.7,58.41
8273,1.71,281.74,1.3,1.53,57.75
8449,0.99,1654.12,0.03,0.71,49.79
8465,0.82,1086.97,1.26,0.92,52.22
8481,0.92,1824.99,0.04,0.65,49.22
8529,1.03,1410.52,0.65,1.14,52.52
8705,0.98,1877.81,0.05,0.86,49.12
8721,0.91,1543.87,0.04,0.63,48.95
8737,1.06,1782.42,0.49,0.64,52.15
8785,1.16,569.59,0.8,1.56,57.29
8961,0.87,801.18,1.49,0.92,53.99
8977,1.01,1280.95,0.05,1.01,50.84
8993,0.91,1482.11,1.55,0.76,50.95
9041,1.29,468.98,1.41,1.57,57.54
9217,1.09,1412.69,1.16,0.81,53.6
9233,0.94,1809.21,0.04,0.63,48.34
9249,1.06,1083.8,0.79,1.1,53.55
9297,1.16,2208.91,0.58,0.54,48.91
9473,0.66,250.86,2.79,0.75,54.25
9489,0.92,1944.4,1.02,0.53,50.03
9505,0.85,1546.89,1.1,0.69,50.45
9553,1.08,803.28,0.69,1.36,55.92
9745,0.89,1590.63,1.07,0.68,51.12
9761,0.71,471.43,2.81,0.77,54.83
9793,1.18,399.5,0.56,0.93,55.05
9809,0.87,692.27,0.41,0.99,51.7
9985,0.98,1246.68,0.89,0.98,50.77
10001,0.62,501.85,2.54,0.58,52.64
10017,1.01,720.94,1.2,1.07,54.05
10049,1.36,689.98,0.87,1.4,55.27
10065,1.15,1214.43,0.68,1.28,56.24
10241,1.04,1036.15,0.83,1.13,53.6
10257,0.91,1522.77,1.37,0.76,50.35
10273,1.29,490.28,1.52,1.58,58.08
10497,1.12,870.06,0.72,0.68,54.72
10513,0.87,1231.32,1.21,0.82,51.39
10529,1.35,663.09,1.71,1.47,57.21
10577,1.33,194.12,0.28,1.1,56.35
10753,0.93,1672.12,0.96,0.68,52.91
10769,0.94,1088.84,0.98,1,53.54
10785,0.87,1826.06,1.22,0.75,48.82
10817,0.88,969.24,0.67,1,51.21
10833,0.93,348.59,0.1,1.81,53.41
11009,0.81,1192.04,0.85,0.69,52.5
11025,1.01,1043.77,0.5,0.95,50.14
11041,0.93,992.2,0.97,1.1,52.77
11073,0.96,1607.71,0.94,0.87,50.26
11089,1.2,645.82,0.11,1.58,55.46
11265,1.05,832.26,0.94,0.78,55.2
11281,1.45,553.32,0.98,1.59,57.84
11297,1,1399.86,0.51,0.93,51.19
11345,0.89,950.24,0.07,1.52,51.4
11521,0.86,1523.55,1.14,0.65,50.55
11537,1.1,1507.02,0.79,0.91,51.35
11553,1.13,865.24,1.42,1.23,54.79
11585,0.93,724.57,0.63,0.98,50.82
11601,0.96,1630.26,0.03,0.74,50.55
11777,1.18,623.17,0.89,1,54.53
11793,1.15,911.7,0.67,1.18,51.63
11809,1.12,918.81,1.79,1.45,53.35
11841,1.09,1842.31,0.07,1.19,49.15
11857,1.07,816.1,0.15,2,54.13
12033,0.97,1536.17,0.86,0.85,50.12
12049,1.05,2113.91,0.67,0.51,49.16
12097,0.93,1289.86,0.77,0.94,49.97
12113,0.91,1255.77,0.03,0.82,50.82
12289,1.02,682.86,1.93,0.97,54.19
12305,0.93,1840.29,1.41,0.76,48.73
12369,0.96,2127.69,0.03,0.93,51.58
12545,0.97,941.74,1.65,0.79,53.6
12561,1.09,236.39,3.02,1.08,56.3
12577,1.05,476.67,1.62,1.07,55.07
12817,1.18,189.86,2.49,1.19,56.62
12881,1.23,584.33,1.52,1.15,57.5
13073,1.01,269.66,1.82,1.28,58.29
13089,1.01,2111.09,0.83,0.58,49.07
13121,1.37,305.27,1.67,1.09,57.94
13137,0.99,1756.81,0.73,0.61,50.66
13313,1.01,1263.5,1.34,0.96,52.64
13329,1.27,442.43,1.1,1.25,55.51
13345,0.87,1144.17,1.01,0.99,51.23
13393,1.17,630.53,0.63,1.57,54.03
13569,1.11,2199.99,0.81,0.74,48.83
13585,1.12,387.73,1.75,1.05,57.35
13825,0.96,1747.65,1.55,0.85,48.74
13841,0.85,1150.69,1.19,0.98,50.48
13857,1.06,2238.37,0.79,0.64,51.16
13889,1.2,2256.41,0.89,0.73,49.3
13905,1.16,2208.91,0.58,0.54,48.91
14097,1.01,729.49,1.65,1.07,54.27
14113,0.89,1730.62,1.5,0.69,47.95
14145,0.68,481.79,2.5,0.8,53.64
14161,0.99,970.49,0.96,1.22,51.66
14337,1.1,2135.17,0.98,0.8,50.66
14353,0.62,686.75,2.01,0.59,51.12
14401,0.92,1545.9,0.05,0.99,49.92
14417,1.09,852.47,0.99,1.39,53.21
14609,0.98,1838.17,1.57,0.92,48.02
14625,1,1233.49,1.28,1.06,52.04
14657,1.05,420.45,0.11,1.56,53.98
14673,1.13,1502.34,0.86,1.25,52.14
14865,0.86,1446.26,1.33,0.88,49.31
14881,1.1,2089.43,0.84,0.73,49.33
14913,1.04,387.52,1.29,1.08,55.5
15105,1.36,325.6,1.43,1.46,58.43
15121,1.19,164.92,0.18,1.13,52.92
15137,0.57,479.99,2.33,0.6,52.46
15169,1.45,240.95,1.4,1.82,58.79
15361,1.51,255.48,1.56,1.71,60.86
15377,0.87,1269.1,0.04,0.6,50.32
15393,1.12,1687.13,1,0.78,51.34
15425,0.98,1838.17,1.57,0.92,48.02
15617,1.03,1848.5,1.61,0.89,49.85
15633,1.19,465.69,0.1,1.64,55.44
15649,0.67,717.76,2.49,0.69,52.05
15681,0.86,1446.26,1.33,0.88,49.31
15873,1.09,379.76,1.7,1.26,57.68
15889,0.97,727.87,1.38,1,52.02
15905,0.89,1730.62,1.5,0.69,47.95
15937,1.45,240.95,1.4,1.82,58.79
16129,0.9,1039.36,0.04,0.77,52.44
16145,1.17,627.43,0.76,1.11,52.71
16161,0.97,1699.68,0.04,0.86,51.42
16385,1,562.45,0.08,1.14,52.75
16401,1.13,1895.83,0.63,0.92,50.57
16417,1,819.08,0.07,1.25,53.3
16641,0.55,415.52,2.82,0.63,52.77
16657,1.23,1651.12,0.58,1.07,51.8
16673,0.75,648.47,2.33,0.89,54.42
16897,1.03,1848.5,1.61,0.89,49.85
16913,1.38,2352.75,0.5,0.79,49.45
17153,1.02,1794.64,1.57,0.93,50.01
17169,1.44,324.85,1.37,1.02,58.33
17425,1.15,446.2,1.41,0.99,56.39
17665,1.03,1539.54,1.49,0.96,53.36
17937,1.36,474.39,0.79,1.21,56.57
17953,0.85,875.44,2.58,0.83,53.52
18177,0.74,988.17,2.26,0.73,52.54
18193,1.2,568.13,1.36,0.97,55.47
18209,0.65,943.36,1.91,0.58,51.47
18433,0.79,817.02,2.71,0.84,54.74
18449,0.7,939.26,2.39,0.73,51.43
18689,1.4,722.79,1.42,1.04,58.82
18961,0.78,885.99,2,0.75,51.93
51201,1.45,690,1.41,1.3,60.16
51457,1.33,579.63,1.18,1.46,57.55
51473,0.69,467.85,1.61,0.69,49.2
51489,1.09,193.7,2.52,1,56.62
51553,1.03,550.21,1.09,1.14,53.57
51713,1.25,611.57,1.19,1.27,55.03
51729,1.94,377.5,1.89,1.96,66.67
51745,1.18,551.78,1.46,1.2,57.41
51809,1.31,318.73,1.78,1.6,59.74
51985,1.65,383.11,1.55,1.6,60.81
52001,1.07,253.27,2.57,1.22,57.35
52065,0.85,1127.16,1.53,0.99,51.94
52225,1.67,356.95,2.29,1.43,59.76
52241,1.77,522.76,1.68,1.72,61.3
52257,1.05,476.67,1.62,1.07,55.07
52321,1.01,829,1.04,0.9,53.59
52481,1.45,415.05,1.51,1.62,57.17
52497,2.07,340.5,1.88,2.64,57.18
52513,0.84,1152.77,1.12,0.86,47.7
52561,1.06,1782.25,0.62,0.85,51.62
52737,1.07,243.7,1.69,1.25,54.74
52769,1.17,279.82,2.71,1.39,57.32
52993,0.92,303.02,2.59,0.64,54.52
53249,0.98,1270.71,1.09,0.86,52.71
53505,1.75,371.74,1.84,1.7,58.85
53537,1.05,188.12,1.66,0.92,55.71
53585,1.24,578.09,0.82,1.48,55.42
53761,1.41,650.44,0.89,1.5,54.28
53793,0.85,1127.16,1.53,0.99,51.94
53841,1.13,863.62,0.61,1.2,52.67
54017,1.45,690,1.41,1.3,60.16
54033,0.69,467.85,1.61,0.69,49.2
54097,1.03,1025.22,0.75,1.17,53.03
54273,1.78,441.2,1.32,1.65,59.18
54289,0.81,1235.19,0.85,0.86,49.79
54353,1.38,654.61,1.63,1.25,56.99
54529,1.56,271.19,1.48,1.45,58.14
54545,1.13,568.74,1.57,1.19,55.6
54609,1.11,284.88,0.12,1.68,55.02
54785,1.2,887.41,0.58,0.81,55.02
54801,1.17,269.85,3.09,1.41,59.37
54865,1.32,197.4,1.89,1.15,56.58
55057,1.22,587.2,1.26,1.38,53.99
55073,1.2,180.91,1.96,0.99,56.83
55121,0.99,1091.55,1.12,1.03,53.63
55297,1.23,1143.63,0.8,0.91,54.45
55313,0.93,1268.4,0.76,1.09,49.9
55569,1.3,1051.1,1.54,1.72,51.6
55633,0.8,1130.64,1.28,0.94,52.68
55841,0.89,1730.62,1.5,0.69,47.95
55889,1.22,831.9,2.26,1.02,56.7
56097,1.01,703.92,1.53,1.01,55.42
56353,0.93,992.2,0.97,1.1,52.77
56577,1.33,291.51,1.47,1.51,57
56609,1.06,1083.8,0.79,1.1,53.55
56833,0.87,801.18,1.49,0.92,53.99
57089,0.87,801.18,1.49,0.92,53.99
57105,1.12,850.23,0.77,1.09,52.08
57361,0.94,722.1,1.06,1.19,51.92
57617,0.93,868.44,1.25,1.16,52.19
58113,1.03,733.63,1.31,0.99,56.42
58369,0.9,1873.67,1.11,0.75,49.26
58625,0.78,997.34,0.71,0.78,50.77
58641,0.93,1984.03,1.13,0.54,50.96
58881,0.92,1326.33,1.06,0.74,52.3
59137,1.19,1228.05,1.16,0.79,56.94
59393,1.13,848.93,1.58,0.97,56.83
59649,1.24,1168.25,0.66,0.88,54.82
59665,1.16,294.36,1.06,1,56.21
59905,0.82,1027.9,1.56,0.85,52.76
60177,0.89,1187.27,1.12,0.99,50.7
60433,1.18,189.86,2.49,1.19,56.62
60689,1.17,594.31,0.74,1.31,53.8
60945,0.94,1446.47,1.68,0.83,51.37
61457,0.88,427.09,1.58,0.84,52.85
61969,0.99,1203.54,0.88,1.18,52.66
63297,0.66,682.09,1.99,0.75,50.36
63553,0.94,1236.22,1.51,1.11,51.59
63809,0.62,614.85,2.05,0.64,51.11
64049,0.92,1141.1,1.44,0.75,49.94
64065,0.95,1255.69,1.48,1.08,50.46
64561,0.9,1241.29,1.33,0.7,51.73
64817,0.67,567.88,2.47,0.76,52.02
60929,0.88,217.95,2.1,0.9,53.87
113,1.84,236.06,1.15,1.17,58.12
369,1.57,267.99,1.91,1.58,59.25
625,1.5,357.54,1.58,1.3,59.81
881,1.27,442.43,1.1,1.25,55.51
1137,0.97,498.7,1.21,1.07,53.94
1393,0.97,727.87,1.38,1,52.02
1649,0.97,961.38,1.52,0.95,54.26
1905,0.82,1029.33,1.59,0.87,50.66
2161,0.95,1594.17,1.22,0.8,50.61
2417,1.05,1935.41,1.5,0.86,49.77
18465,0.95,243.09,0.11,1.37,53.66
18721,0.93,348.59,0.1,1.81,53.41
51569,0.92,691.84,1.29,0.82,53.09
60417,0.92,1326.33,1.06,0.74,52.3
61441,1.34,514.15,1.58,1.14,57.06
61697,1.05,1935.41,1.5,0.86,49.77
63041,0.93,1289.86,0.77,0.94,49.97
63793,0.87,1054.24,1.66,0.91,50.83
63505,1.33,291.51,1.47,1.51,57
57121,0.85,1127.16,1.53,0.99,51.94
64273,0.94,1236.22,1.51,1.11,51.59
62977,0.82,1027.9,1.56,0.85,52.76
